obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""813.298""","=""813.2968+""","=""60""","=""""",,"=""97945.1664""","=""110237.421""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""3""",,"=""""","=""L6099""",
"=""814.496""","=""814.4948+""","=""15""","=""1.45e+04""",D,"=""91168.5150""","=""103442.690""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T3774n,u41""","=""L6099""",
"=""819.00566""","=""819.00560+""","=""300""","=""8.94e+06""",A,"=""80916.7680""","=""93123.3409""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""",,"=""T7199""","=""L11281""",
"=""819.5070""","=""819.5070+""","=""15""","=""2.58e+06""",D+,"=""92964.3943""","=""105163.499""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",,"=""T3774n,u41""","=""L7292""",
"=""820.522""","=""820.51709+""","=""20""","=""""",,"=""97919.1468""","=""110103.2339""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""""","=""L6099""",
"=""820.662""","=""820.662+""","=""40""","=""""",,"=""92964.3943""","=""105146.33""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""""","=""L6099""",
"=""821.01""","=""821.00612+""","=""1""","=""""",,"=""97945.1664""","=""110121.9961""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""""","=""L6099""",
"=""821.840""","=""821.8365+""","=""80""","=""""",,"=""97687.779""","=""109852.306""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""3""",,"=""""","=""L6099""",
"=""822.269""","=""822.27309+""","=""6""","=""""",,"=""97945.1664""","=""110103.2339""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""""","=""L6099""",
"=""822.889""","=""822.887+""","=""10h""","=""""",,"=""97687.779""","=""109836.77""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[3/2]""","=""2""",,"=""""","=""L6099""",
"=""826.32426""","=""826.32422+""","=""400""","=""3.416e+07""",AA,"=""85846.7046""","=""97945.1664""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""",,"=""T7199""","=""L11281""",
"=""827.2355""","=""827.2354+""","=""20""","=""3.07e+06""",D+,"=""93123.3409""","=""105208.476""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""",,"=""T3774n,u41""","=""L7292""",
"=""828.10522""","=""828.10519+""","=""200""","=""1.418e+07""",B+,"=""85846.7046""","=""97919.1468""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",,"=""T7199""","=""L11281""",
"=""828.756""","=""828.7480+""","=""4h""","=""""",,"=""97797.287""","=""109860.366""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[7/2]""","=""4""",,"=""""","=""L6099""",
"=""829.81099""","=""829.81095+""","=""500""","=""2.931e+07""",AA,"=""80916.7680""","=""92964.3943""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",,"=""T7199""","=""L11281""",
"=""830.139""","=""830.1400+""","=""20""","=""7.5e+05""",D+,"=""92964.3943""","=""105007.245""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",,"=""T3774n,T3408,T7199""","=""L6099""",
"=""830.320""","=""830.3257+""","=""10""","=""7.7e+05""",D,"=""93123.3409""","=""105163.499""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",,"=""T3774n,u41""","=""L6099""",
"=""833.273""","=""833.2726+""","=""1""","=""""",,"=""97085.193""","=""109082.770""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[1/2]""","=""1""",,"=""""","=""L6099""",
"=""838.490""","=""838.4902+""","=""15""","=""2.08e+05""",D,"=""92964.3943""","=""104887.315""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T3774n,u41""","=""L6099""",
"=""841.2428""","=""841.2431+""","=""10""","=""1.79e+06""",C,"=""93123.3409""","=""105007.245""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",,"=""T3774n,T3408,T7199""","=""L7292""",
"=""846.996""","=""846.992+""","=""2h""","=""""",,"=""98867.429""","=""110670.67""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7f""","=""2[7/2]""","=""3""",,"=""""","=""L6099""",
"=""847.720""","=""847.71779+""","=""2""","=""""",,"=""93123.3409""","=""104916.4792""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""",,"=""""","=""L6099""",
"=""849.821""","=""849.8194+""","=""30""","=""4.8e+05""",D,"=""93123.3409""","=""104887.315""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T3774n,u41""","=""L6099""",
"=""850.88728""","=""850.88722+""","=""200""","=""1.811e+07""",A,"=""85846.7046""","=""97595.9153""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""",,"=""T7199""","=""L11281""",
"=""853.793""","=""853.7906+""","=""40""","=""""",,"=""96771.494""","=""108480.751""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""""","=""L6099""",
"=""856.089""","=""856.08765+""","=""50""","=""1.07e+06""",D+,"=""94092.8626""","=""105770.7014""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""T3600n,T7227,u41""","=""L6099""",
"=""856.902""","=""856.9001+""","=""20""","=""""",,"=""96771.494""","=""108438.2603""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""",,"=""""","=""L6099""",
"=""859.315""","=""859.3083+""","=""2*""","=""""",,"=""98226.268""","=""109860.339""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[7/2]""","=""3""",,"=""""","=""L3990""",
"=""859.315""","=""859.3063+""","=""2*""","=""""",,"=""98226.268""","=""109860.366""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[7/2]""","=""4""",,"=""""","=""L3990""",
"=""859.903""","=""859.9020+""","=""0*""","=""""",,"=""98226.268""","=""109852.306""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""3""",,"=""""","=""L4004""",
"=""859.903""","=""859.868+""","=""0*""","=""""",,"=""98226.268""","=""109852.76""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""2""",,"=""""","=""L4004""",
"=""860.585""","=""860.5811+""","=""40""","=""""",,"=""98226.268""","=""109843.132""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[9/2]""","=""4""",,"=""""","=""L6099""",
"=""861.067""","=""861.053+""","=""1""","=""""",,"=""98226.268""","=""109836.77""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[3/2]""","=""2""",,"=""""","=""L4004""",
"=""862.482""","=""862.479+""","=""4h""","=""""",,"=""99079.367""","=""110670.67""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).7f""","=""2[7/2]""","=""4""",,"=""""","=""L6099""",
"=""862.870""","=""862.867+""","=""1h""","=""""",,"=""99079.367""","=""110665.45""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).7f""","=""2[5/2]""","=""3""",,"=""""","=""L6099""",
"=""863.15""","=""863.14478+""","=""1""","=""""",,"=""97945.1664""","=""109527.5268""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L6099""",
"=""863.281""","=""863.281+""","=""1""","=""""",,"=""99079.367""","=""110659.90""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).7f""","=""2[9/2]""","=""4""",,"=""""","=""L6099""",
"=""865.149""","=""865.1458+""","=""8""","=""""",,"=""94092.8626""","=""105648.434""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",,"=""""","=""L6099""",
"=""867.348""","=""867.34625+""","=""2""","=""""",,"=""97945.1664""","=""109471.4214""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""""","=""L6099""",
"=""869.750""","=""869.74890+""","=""40""","=""5.4e+05""",D+,"=""92307.3786""","=""103801.7929""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""T3774n,u41""","=""L6099""",
"=""871.362""","=""871.3588+""","=""2""","=""""",,"=""97687.779""","=""109160.957""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[3/2]""","=""2""",,"=""""","=""L6099""",
"=""872.217""","=""872.2150+""","=""1""","=""""",,"=""97687.779""","=""109149.694""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[3/2]""","=""1""",,"=""""","=""L6099""",
"=""872.654""","=""872.65464+""","=""8""","=""""",,"=""97919.1468""","=""109375.2875""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L6099""",
"=""874.249""","=""874.24912+""","=""1""","=""""",,"=""98855.0698""","=""110290.3165""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""""","=""L6099""",
"=""874.643""","=""874.64117+""","=""3""","=""""",,"=""97945.1664""","=""109375.2875""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L6099""",
"=""874.729""","=""874.7278+""","=""2""","=""""",,"=""97085.193""","=""108514.1824""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L6099""",
"=""875.520""","=""875.5177+""","=""30""","=""""",,"=""97085.193""","=""108503.871""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L6099""",
"=""876.4112""","=""876.4111+""","=""8""","=""""",,"=""92294.4012""","=""103701.439""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""3""",,"=""""","=""L7292""",
"=""877.300""","=""877.2940+""","=""4""","=""""",,"=""97085.193""","=""108480.751""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""""","=""L6099""",
"=""877.405""","=""877.4093+""","=""50""","=""""",,"=""92307.3786""","=""103701.439""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""3""",,"=""""","=""L6099""",
"=""877.67505""","=""877.67504+""","=""300""","=""2.217e+07""",A+,"=""80916.7680""","=""92307.3786""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",,"=""T7199""","=""L11281""",
"=""878.025""","=""878.0355+""","=""30""","=""""",,"=""97085.193""","=""108471.1277""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L6099""",
"=""880.578""","=""880.5774+""","=""20""","=""""",,"=""97085.193""","=""108438.2603""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""",,"=""""","=""L6099""",
"=""884.246""","=""884.2421+""","=""3""","=""""",,"=""97797.287""","=""109103.302""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[5/2]""","=""3""",,"=""""","=""L6099""",
"=""892.86933""","=""892.86931+""","=""200""","=""2.289e+07""",A,"=""79971.7417""","=""91168.5150""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",,"=""T7199""","=""L11281""",
"=""896.753""","=""896.7525+""","=""10""","=""6.5e+04""",D+,"=""92294.4012""","=""103442.690""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T3774n,u41""","=""L6099""",
"=""897.799""","=""897.7976+""","=""50""","=""7.3e+05""",D+,"=""92307.3786""","=""103442.690""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T3774n,u41""","=""L6099""",
"=""899.919""","=""899.9178+""","=""30""","=""2.13e+06""",C,"=""92964.3943""","=""104073.471""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""0""",,"=""T3774n,T7008""","=""L6099""",
"=""904.447""","=""904.445+""","=""3""","=""""",,"=""94092.8626""","=""105146.33""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""""","=""L6099""",
"=""909.433""","=""909.4276+""","=""4h""","=""""",,"=""98867.429""","=""109860.339""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[7/2]""","=""3""",,"=""""","=""L6099""",
"=""910.058""","=""910.055+""","=""1""","=""""",,"=""98867.429""","=""109852.76""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""2""",,"=""""","=""L6099""",
"=""911.169""","=""911.1659+""","=""20""","=""1.60e+05""",D+,"=""92294.4012""","=""103266.339""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T3774n,T3384,u41""","=""L6099""",
"=""912.249""","=""912.2449+""","=""20""","=""1.60e+05""",D+,"=""92307.3786""","=""103266.339""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T3774n,T3384,u41""","=""L6099""",
"=""918.869""","=""918.8663+""","=""2""","=""""",,"=""97687.779""","=""108567.7689""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""",,"=""""","=""L6099""",
"=""922.483""","=""922.47751+""","=""1""","=""""",,"=""92964.3943""","=""103801.7929""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""""","=""L6099""",
"=""923.416""","=""923.4144+""","=""1""","=""""",,"=""97687.779""","=""108514.1824""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L6099""",
"=""924.300""","=""924.2947+""","=""1""","=""""",,"=""97687.779""","=""108503.871""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L6099""",
"=""924.354""","=""924.3488+""","=""30""","=""""",,"=""97687.779""","=""108503.238""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",,"=""""","=""L6099""",
"=""926.269""","=""926.2747+""","=""1""","=""""",,"=""97687.779""","=""108480.751""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""""","=""L6099""",
"=""927.096""","=""927.1013+""","=""10""","=""""",,"=""97687.779""","=""108471.1277""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L6099""",
"=""927.302""","=""927.3034+""","=""8""","=""""",,"=""99079.367""","=""109860.366""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[7/2]""","=""4""",,"=""""","=""L6099""",
"=""927.99""","=""927.9972+""","=""2""","=""""",,"=""99079.367""","=""109852.306""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""3""",,"=""""","=""L6099""",
"=""928.787""","=""928.7881+""","=""1""","=""""",,"=""99079.367""","=""109843.132""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[9/2]""","=""4""",,"=""""","=""L6099""",
"=""929.940""","=""929.9357+""","=""1""","=""""",,"=""97687.779""","=""108438.2603""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""",,"=""""","=""L6099""",
"=""932.603""","=""932.607+""","=""10""","=""""",,"=""97797.287""","=""108516.98""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[7/2]""","=""4""",,"=""""","=""L6099""",
"=""933.79""","=""933.8037+""","=""1""","=""""",,"=""97797.287""","=""108503.238""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",,"=""""","=""L6099""",
"=""935.212""","=""935.2153+""","=""2""","=""""",,"=""97797.287""","=""108487.079""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[9/2]""","=""4""",,"=""""","=""L7408""",
"=""935.223""","=""935.2271+""","=""100""","=""""",,"=""97797.287""","=""108486.944""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[9/2]""","=""5""",,"=""""","=""L6099""",
"=""936.210""","=""936.20845+""","=""2""","=""4.0e+06""",D+,"=""93123.3409""","=""103801.7929""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""T3774n,u41""","=""L7408""",
"=""945.088""","=""945.0902+""","=""20""","=""""",,"=""93123.3409""","=""103701.439""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""3""",,"=""""","=""L6099""",
"=""953.23""","=""953.22125+""","=""1""","=""""",,"=""98855.0698""","=""109342.9368""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""""","=""L6099""",
"=""954.089""","=""954.0920+""","=""30""","=""5.1e+05""",D+,"=""92964.3943""","=""103442.690""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T3774n,u41""","=""L6099""",
"=""960.72""","=""960.73574+""","=""1""","=""""",,"=""97919.1468""","=""108324.9822""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L6099""",
"=""961.563""","=""961.56407+""","=""3""","=""""",,"=""97595.9153""","=""107992.7867""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L6099""",
"=""966.903""","=""966.88943+""","=""1""","=""""",,"=""97919.1468""","=""108258.7553""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L6099""",
"=""968.226""","=""968.2400+""","=""2""","=""""",,"=""97085.193""","=""107410.379""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[1/2]""","=""0""",,"=""""","=""L6099""",
"=""968.783""","=""968.7877+""","=""10""","=""8.7e+04""",D+,"=""93123.3409""","=""103442.690""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T3774n,u41""","=""L6099""",
"=""970.422""","=""970.4244+""","=""50""","=""5.2e+05""",D+,"=""92964.3943""","=""103266.339""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T3774n,T3384,u41""","=""L6099""",
"=""971.485""","=""971.484+""","=""15*""","=""""",,"=""98226.268""","=""108516.98""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[7/2]""","=""3""",,"=""""","=""L6099""",
"=""971.485""","=""971.484+""","=""15*""","=""""",,"=""98226.268""","=""108516.98""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[7/2]""","=""4""",,"=""""","=""L6099""",
"=""972.278""","=""972.2817+""","=""1""","=""""",,"=""98867.429""","=""109149.694""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[3/2]""","=""1""",,"=""""","=""L6099""",
"=""972.751""","=""972.7228+""","=""2h*""","=""""",,"=""98226.268""","=""108503.871""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L6099""",
"=""972.751""","=""972.7827+""","=""2h*""","=""""",,"=""98226.268""","=""108503.238""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",,"=""""","=""L6099""",
"=""974.311""","=""974.3146+""","=""50""","=""""",,"=""98226.268""","=""108487.079""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[9/2]""","=""4""",,"=""""","=""L6099""",
"=""975.17610""","=""975.17608+""","=""5""","=""3.13e+06""",B+,"=""80916.7680""","=""91168.5150""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",,"=""T7199""","=""L11281""",
"=""976.869""","=""976.8789+""","=""2""","=""""",,"=""96771.494""","=""107005.371""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[1/2]""","=""1""",,"=""""","=""L6099""",
"=""979.489""","=""979.495+""","=""3""","=""""",,"=""99646.212""","=""109852.76""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""2""",,"=""""","=""L6099""",
